날짜,총,7,8,9,10,11,12,13,14,15,16,17,18,,,,,,,,,
sensortech,,,,,,,,,,,,,,,,,,,,,,
170712,8702,39,395,1058,1168,1148,951,1510,1080,721,498,119,15,,,,,,,,,
170713,8346,16,200,831,1110,1032,1188,1440,1172,796,469,89,3,,,,,,,,,
170714,6715,10,131,701,1163,859,1017,1162,750,518,269,102,33,,,,,,,,,
E2C,,,,,,,,,,,,,,,,,,,,,,
150422,"4,317",,4315,2,53.5308,439.0389,679.0641,301.3266,553.8711,537.0348,849.1539,571.1391,330.6822,1.24,10.17,15.73,6.98,12.83,12.44,19.67,13.23,7.66
150423,"5,054",,5050,4,24.2592,505.9054,796.005,367.4258,703.0114,624.6744,1037.0808,627.2014,364.3934,0.48,10.01,15.75,7.27,13.91,12.36,20.52,12.41,7.21
150424,"4,539",,4539,0,64.4538,474.3255,713.5308,334.9782,571.0062,554.6658,869.2185,632.2827,324.0846,1.42,10.45,15.72,7.38,12.58,12.22,19.15,13.93,7.14
150427,"4,000",,3997,3,39.2,278.4,808.8,330.8,330.4,654.4,790.4,401.6,363.2,0.98,6.96,20.22,8.27,8.26,16.36,19.76,10.04,9.08
150503,"1,847",,1847,0,34.5389,123.0102,316.5758,123.3796,243.0652,289.4249,388.9782,247.8674,79.7904,1.87,6.66,17.14,6.68,13.16,15.67,21.06,13.42,4.32
150504,"1,581",,1580,1,26.877,107.8242,260.2326,117.4683,197.1507,245.5293,350.8239,205.53,68.2992,1.7,6.82,16.46,7.43,12.47,15.53,22.19,13,4.32
150505,"2,170",,2169,1,39.277,138.012,360.22,131.719,294.035,363.909,446.803,300.328,94.612,1.81,6.36,16.6,6.07,13.55,16.77,20.59,13.84,4.36
150506,"2,282",,2280,2,31.7198,164.5322,407.5652,177.7678,282.2834,351.428,463.246,314.4596,87.1724,1.39,7.21,17.86,7.79,12.37,15.4,20.3,13.78,3.82
150512,"11,138",,11130,8,756.2702,1120.4828,1901.2566,748.4736,721.7424,1636.1722,2155.203,1227.4076,863.195,6.79,10.06,17.07,6.72,6.48,14.69,19.35,11.02,7.75
150513,"13,810",,13806,4,1066.132,1325.76,2354.605,805.123,1002.606,2103.263,2677.759,1445.907,1024.702,7.72,9.6,17.05,5.83,7.26,15.23,19.39,10.47,7.42
150514,"13,507",,13496,11,981.9589,1253.4496,2212.4466,904.969,907.6704,1889.6293,2714.907,1533.0445,1098.1191,7.27,9.28,16.38,6.7,6.72,13.99,20.1,11.35,8.13
150515,"11,945",,11938,7,690.421,1244.669,2109.487,727.4505,840.928,1742.7755,2329.275,1305.5885,947.2385,5.78,10.42,17.66,6.09,7.04,14.59,19.5,10.93,7.93
150529,"2,094",,2093,1,22.8246,132.7596,313.053,331.4802,210.0282,278.7114,305.3052,231.1776,267.1944,1.09,6.34,14.95,15.83,10.03,13.31,14.58,11.04,12.76
150530,"5,298",,5294,4,13.245,323.178,832.8456,821.7198,484.2372,685.5612,789.9318,636.2898,706.7532,0.25,6.1,15.72,15.51,9.14,12.94,14.91,12.01,13.34
150531,"4,608",,4608,0,30.8736,321.6384,683.3664,728.064,499.0464,637.7472,680.6016,456.6528,569.5488,0.67,6.98,14.83,15.8,10.83,13.84,14.77,9.91,12.36
150605,"4,886",,4969,-83,0,663.5188,830.62,608.307,407.4924,727.0368,928.8286,464.6586,338.5998,0,13.58,17,12.45,8.34,14.88,19.01,9.51,6.93
150606,"12,362",,12414,-52,0,1642.9098,2195.4912,1493.3296,892.5364,1808.5606,2410.59,1254.743,715.7598,0,13.29,17.76,12.08,7.22,14.63,19.5,10.15,5.79
150607,"10,752",,10833,-81,0,1361.2032,1817.088,1277.3376,944.0256,1643.9808,2125.6704,967.68,695.6544,0,12.66,16.9,11.88,8.78,15.29,19.77,9,6.47
150624,"2,239",,2239,0,17.4642,265.5454,355.3293,302.0411,171.9552,304.7279,305.8474,354.6576,161.208,0.78,11.86,15.87,13.49,7.68,13.61,13.66,15.84,7.2
150625,"2,621",,2619,2,23.0648,297.2214,425.1262,353.5729,208.8937,352.7866,360.1254,410.1865,188.4499,0.88,11.34,16.22,13.49,7.97,13.46,13.74,15.65,7.19
150626,"2,354",,2354,0,23.7754,287.6588,352.1584,329.3246,175.8438,293.7792,332.1494,380.6418,178.4332,1.01,12.22,14.96,13.99,7.47,12.48,14.11,16.17,7.58
150625,"4,560",,4557,3,245.328,178.752,572.28,677.616,484.728,699.048,900.6,460.104,338.352,5.38,3.92,12.55,14.86,10.63,15.33,19.75,10.09,7.42
150626,"6,024",,6020,4,311.4408,201.2016,714.4464,918.0576,686.1336,952.9968,1212.0288,559.0272,465.0528,5.17,3.34,11.86,15.24,11.39,15.82,20.12,9.28,7.72
150627,"9,003",,9000,3,568.0893,343.9146,1041.6471,1428.7761,898.4994,1439.5797,1733.9778,860.6868,685.1283,6.31,3.82,11.57,15.87,9.98,15.99,19.26,9.56,7.61
150628,"7,572",,7570,2,403.5876,234.732,982.0884,1125.9564,843.5208,1152.4584,1516.6716,829.8912,481.5792,5.33,3.1,12.97,14.87,11.14,15.22,20.03,10.96,6.36
150718,"10,000",,10033,-33,0,1267,1989,842,1308,827,1435,1087,1278,0,12.67,19.89,8.42,13.08,8.27,14.35,10.87,12.78
150719,"10,000",,10080,-80,0,1252,1982,880,1275,843,1446,1120,1282,0,12.52,19.82,8.8,12.75,8.43,14.46,11.2,12.82
150725,"6,745",,6743,2,37.772,420.888,1207.355,530.157,818.1685,1125.066,1365.8625,918.669,319.0385,0.56,6.24,17.9,7.86,12.13,16.68,20.25,13.62,4.73
150726,"5,672",,5669,3,14.18,346.5592,979.5544,477.0152,714.1048,978.42,1187.1496,721.4784,250.1352,0.25,6.11,17.27,8.41,12.59,17.25,20.93,12.72,4.41
150727,"3,416",,3416,0,10.9312,200.5192,603.2656,296.8504,419.8264,552.3672,700.9632,480.2896,150.9872,0.32,5.87,17.66,8.69,12.29,16.17,20.52,14.06,4.42
150728,"4,513",,4511,2,53.7047,315.4587,784.3594,395.3388,501.8456,785.7133,879.5837,627.307,167.4323,1.19,6.99,17.38,8.76,11.12,17.41,19.49,13.9,3.71
150825,"4,580",,4578,2,223.962,245.946,475.862,671.428,486.854,775.852,992.028,480.442,225.794,4.89,5.37,10.39,14.66,10.63,16.94,21.66,10.49,4.93
150826,"5,679",,5677,2,294.7401,305.5302,547.4556,863.7759,569.0358,968.8374,1286.8614,583.2333,257.8266,5.19,5.38,9.64,15.21,10.02,17.06,22.66,10.27,4.54
150827,"5,554",,5552,2,247.153,322.6874,606.4968,809.7732,647.5964,950.8448,1190.7776,540.9596,235.4896,4.45,5.81,10.92,14.58,11.66,17.12,21.44,9.74,4.24
150828,"4,912",,4911,1,245.6,266.2304,513.304,694.0656,479.9024,852.7232,1069.8336,542.776,246.0912,5,5.42,10.45,14.13,9.77,17.36,21.78,11.05,5.01
150902,"2,638",,2636,2,45.9012,221.0644,512.0358,388.8412,319.4618,280.947,451.3618,276.99,139.814,1.74,8.38,19.41,14.74,12.11,10.65,17.11,10.5,5.3
150903,"3,089",,3088,1,44.4816,277.7011,616.8733,480.9573,341.9523,311.6801,509.685,337.9366,166.806,1.44,8.99,19.97,15.57,11.07,10.09,16.5,10.94,5.4
150904,"2,774",,2772,2,29.6818,234.6804,556.7418,416.1,338.428,270.465,475.741,283.2254,166.9948,1.07,8.46,20.07,15,12.2,9.75,17.15,10.21,6.02
150910,"2,020",,2055,-35,9.494,217.15,321.18,227.856,233.512,310.878,272.7,249.874,212.504,0.47,10.75,15.9,11.28,11.56,15.39,13.5,12.37,10.52
150911,"2,669",,2668,1,23.4872,298.3942,390.2078,299.1949,303.1984,381.1332,365.3861,323.4828,283.1809,0.88,11.18,14.62,11.21,11.36,14.28,13.69,12.12,10.61
150912,"3,989",,3993,-4,2.3934,404.4846,628.2675,479.0789,489.4503,584.3885,530.537,477.8822,396.1077,0.06,10.14,15.75,12.01,12.27,14.65,13.3,11.98,9.93
150913,"3,355",,3353,2,34.5565,368.379,551.8975,347.578,361.669,519.6895,465.3385,375.4245,328.4545,1.03,10.98,16.45,10.36,10.78,15.49,13.87,11.19,9.79
150916,"3,773",,3772,1,128.6593,426.7263,602.1708,574.6279,458.4195,279.9566,667.4437,413.8981,220.3432,3.41,11.31,15.96,15.23,12.15,7.42,17.69,10.97,5.84
150917,"4,418",,4416,2,136.958,508.5118,697.6022,647.6788,565.0622,318.096,809.3776,519.5568,212.9476,3.1,11.51,15.79,14.66,12.79,7.2,18.32,11.76,4.82
150918,"3,968",,3968,0,138.0864,424.9728,595.2,628.928,502.3488,285.696,705.5104,431.7184,255.5392,3.48,10.71,15,15.85,12.66,7.2,17.78,10.88,6.44
151007,"9,265",,9261,4,42.619,1153.4925,1660.288,1002.473,840.3355,1487.0325,1235.0245,832.9235,1007.1055,0.46,12.45,17.92,10.82,9.07,16.05,13.33,8.99,10.87
151008,"10,847",,10858,-11,7.5929,1398.1783,1898.225,1182.323,1066.2601,1660.6757,1345.028,1059.7519,1239.8121,0.07,12.89,17.5,10.9,9.83,15.31,12.4,9.77,11.43
151009,"9,742",,9734,8,85.7296,1236.2598,1634.7076,1090.1298,918.6706,1523.6488,1181.7046,936.2062,1127.1494,0.88,12.69,16.78,11.19,9.43,15.64,12.13,9.61,11.57
151013,"1,547",,1546,1,103.3396,181.3084,199.7177,169.8606,110.9199,191.2092,275.366,148.8214,165.6837,6.68,11.72,12.91,10.98,7.17,12.36,17.8,9.62,10.71
151014,"1,918",,1918,0,139.2468,239.3664,247.9974,206.3768,129.2732,229.201,335.4582,173.579,217.3094,7.26,12.48,12.93,10.76,6.74,11.95,17.49,9.05,11.33
151015,"1,876",,1875,1,130.0068,210.6748,250.6336,220.2424,144.0768,238.0644,329.238,166.7764,185.5364,6.93,11.23,13.36,11.74,7.68,12.69,17.55,8.89,9.89
151016,"1,659",,1659,0,103.0239,202.7298,210.1953,195.762,116.13,214.6746,305.0901,141.3468,169.7157,6.21,12.22,12.67,11.8,7,12.94,18.39,8.52,10.23
151020,"5,106",,5104,2,334.443,353.8458,603.0186,506.5152,382.4394,733.2216,858.8292,786.324,545.8314,6.55,6.93,11.81,9.92,7.49,14.36,16.82,15.4,10.69
151021,"5,978",,5977,1,422.0468,463.8928,709.5886,594.811,444.7632,815.997,1018.0534,925.3944,582.855,7.06,7.76,11.87,9.95,7.44,13.65,17.03,15.48,9.75
151022,"5,369",,5366,3,373.6824,318.3817,645.3538,544.4166,428.9831,770.4515,933.6691,774.2098,577.1675,6.96,5.93,12.02,10.14,7.99,14.35,17.39,14.42,10.75
151028,"3,704",,3722,-18,20.0016,384.1048,649.6816,421.1448,395.2168,388.1792,675.2392,588.5656,199.6456,0.54,10.37,17.54,11.37,10.67,10.48,18.23,15.89,5.39
151029,"5,086",,5103,-17,0,535.5558,910.394,605.234,482.6614,507.0742,922.0918,840.2072,299.5654,0,10.53,17.9,11.9,9.49,9.97,18.13,16.52,5.89
151030,"5,347",,5344,3,17.6451,581.2189,946.9537,628.8072,552.3451,577.476,950.6966,790.2866,298.8973,0.33,10.87,17.71,11.76,10.33,10.8,17.78,14.78,5.59
151031,"4,329",,4327,2,37.6623,451.5147,727.272,504.7614,480.9519,416.0169,772.2936,698.7006,238.095,0.87,10.43,16.8,11.66,11.11,9.61,17.84,16.14,5.5
151105,"2,990",,2988,2,36.777,208.702,531.323,446.407,335.777,412.022,498.732,395.577,122.59,1.23,6.98,17.77,14.93,11.23,13.78,16.68,13.23,4.1
151106,"3,997",,3997,0,48.3637,286.5849,704.2714,627.529,426.0802,543.592,667.0993,549.5875,143.892,1.21,7.17,17.62,15.7,10.66,13.6,16.69,13.75,3.6
151107,"2,280",,2280,0,44.232,173.508,391.932,339.948,247.836,304.608,384.864,282.948,109.896,1.94,7.61,17.19,14.91,10.87,13.36,16.88,12.41,4.82
151119,"7,137",,7134,3,176.2839,361.1322,871.4277,1062.6993,735.8247,860.7222,1434.537,827.1783,804.3399,2.47,5.06,12.21,14.89,10.31,12.06,20.1,11.59,11.27
151120,"9,428",,9425,3,267.7552,376.1772,1198.2988,1457.5688,986.1688,1219.9832,1829.9748,1071.9636,1017.2812,2.84,3.99,12.71,15.46,10.46,12.94,19.41,11.37,10.79
151121,"14,091",,14085,6,233.9106,679.1862,1745.8749,2065.7406,1462.6458,1751.5113,2760.4269,1744.4658,1641.6015,1.66,4.82,12.39,14.66,10.38,12.43,19.59,12.38,11.65
151122,"11,851",,11844,7,317.6068,596.1053,1482.5601,1772.9096,1220.653,1356.9395,2433.0103,1353.3842,1310.7206,2.68,5.03,12.51,14.96,10.3,11.45,20.53,11.42,11.06
151127,"3,522",,3520,2,179.622,312.0492,591.696,420.1746,494.841,346.5648,513.5076,332.829,328.6026,5.1,8.86,16.8,11.93,14.05,9.84,14.58,9.45,9.33
151128,"8,912",,8912,0,441.144,892.0912,1473.1536,1039.1392,1294.0224,855.552,1294.9136,797.624,824.36,4.95,10.01,16.53,11.66,14.52,9.6,14.53,8.95,9.25
151129,"7,751",,7746,5,384.4496,686.7386,1295.9672,986.7023,1156.4492,732.4695,1061.1119,771.9996,669.6864,4.96,8.86,16.72,12.73,14.92,9.45,13.69,9.96,8.64
151211,"4,854",,4850,4,349.488,673.2498,540.2502,522.2904,493.1664,489.2832,731.4978,583.4508,467.4402,7.2,13.87,11.13,10.76,10.16,10.08,15.07,12.02,9.63
151212,"12,282",,12281,1,929.7474,1680.1776,1423.4838,1239.2538,1229.4282,1154.508,1965.12,1525.4244,1133.6286,7.57,13.68,11.59,10.09,10.01,9.4,16,12.42,9.23
151213,"10,682",,10678,4,858.8328,1533.9352,1171.8154,1100.246,1122.6782,1053.2452,1518.9804,1242.3166,1075.6774,8.04,14.36,10.97,10.3,10.51,9.86,14.22,11.63,10.07
151218,"1,745",,1745,0,42.578,112.029,229.642,143.439,241.508,257.213,382.6785,224.756,111.1565,2.44,6.42,13.16,8.22,13.84,14.74,21.93,12.88,6.37
151219,"4,415",,4412,3,79.47,253.421,612.802,330.242,627.813,626.93,968.2095,596.025,316.997,1.8,5.74,13.88,7.48,14.22,14.2,21.93,13.5,7.18
151220,"3,840",,3839,1,109.056,221.952,537.6,316.8,535.296,546.048,839.04,516.48,216.576,2.84,5.78,14,8.25,13.94,14.22,21.85,13.45,5.64
